"rmax.c","d.c","k.c","gamma.c","alpha.c","sigma.c","psi","rmax.m","d.m","k.m","gamma.m","alpha.m","sigma.m","R0_C","R0_M","phi","epsilon","kappa","beta.c","beta.m"
2.12489069871136,0.466733529585375,1957.27502807332,0.429528263154819,2.78400278092921,0.357275559889682,0.991883641275527,0.071828944068041,0.021779827862495,300.001637766324,0.794135885146954,1.19187303790401,0.9803720663696,2.35479138462776,0.40114853840348,0.1,0.744886800063903,1,3.29347385558817,0.420937251304474
1.55682702716483,0.481934405678938,2295.07947921322,0.214985051527748,7.59207537153318,0.0406444984231248,0.0673325245218218,0.0589711316145722,0.0198175123826531,597.94857613052,0.763718210507269,4.97971589680056,0.781270355370657,4.13344197519157,0.566231861998614,0.1,0.744886800063903,1,6.53370268388435,0.441110652168431
3.8520590465055,0.260618887517419,6511.65630097288,0.311079158969664,1.12168834371066,0.86355705643272,0.98349093361561,0.0682441804111972,0.0301183321854433,551.323480911558,0.350272649971101,2.79031986539958,0.448147479303681,1.61927204337699,0.0721822410424199,0.1,0.744886800063903,1,1.29604682214932,0.232215381383145
4.69004111190327,0.378196092289685,5131.42031576452,0.734285104620853,9.71604022670445,0.835883830548703,0.555212751688923,0.065367031132713,0.0212609829905145,796.065565205893,0.154405038262435,5.48913697982885,0.582522781251586,3.93855648012705,0.433100635570963,0.1,0.744886800063903,1,7.18057446476932,0.146185234606847
3.98247906550008,0.141904741523951,8293.69100742168,0.806869378283538,3.47157854040423,0.587486384478977,0.0124552281140013,0.0863623572750667,0.0198433519183021,296.435681395381,0.559069965562348,8.33753730410187,0.845074179997452,4.39757714250814,0.118374393721664,0.1,0.744886800063903,1,2.16211136289547,0.372179002168958
2.43918862827103,0.0691480146156154,124.246390786685,0.546144941119508,5.81834785659061,0.0753848524800001,0.753404841187176,0.071658423050372,0.0168088615963938,839.284390133336,0.762904103117409,1.14545282225484,0.797054845237186,1.75613034825403,0.982122847965249,0.1,0.744886800063903,1,1.52643023754208,0.399483361334141
4.79033019573901,0.139185175738003,5934.53560308668,0.0582114894993731,1.94043656284698,0.433310363754935,0.495257081479562,0.00434049401436699,0.0182565979011697,701.812668953909,0.682509420352854,3.08141312519354,0.263457766489698,2.49782056150442,0.293066030047384,0.1,0.744886800063903,1,0.701215003868519,0.378511069324034
0.290857453391854,0.479780903137599,2713.78756155206,0.386262829225592,3.98745226177328,0.740028905524413,0.827932934030235,0.0377236273839972,0.0240684862079858,340.001837752178,0.212245043550314,8.19318799813352,0.992154885454372,1.94680997950742,0.341878467779345,0.1,0.744886800063903,1,4.16872076960225,0.216755581045406
0.281889467047735,0.445183868775816,9066.31174133483,0.790570161945878,1.25596163901639,0.771948526092327,0.64852590651062,0.00123544084917648,0.0178904854569984,836.344958404788,0.929687959309113,9.75230882440049,0.203462147787787,1.53905767559983,0.325380545128924,0.1,0.744886800063903,1,2.69233183831954,0.561025991980603
4.0659605603842,0.20049662213081,5228.89769271261,0.751920230546984,7.12318095846176,0.135623500936577,0.709819114205872,0.0787703994428818,0.0256520195574145,673.877611639695,0.969997599978722,2.45579110465613,0.955791339494705,1.9254823406873,0.602432983560821,0.1,0.744886800063903,1,3.57088586051382,0.52932281049085
3.39692602020268,0.315581839281631,5087.79572348909,0.160374544054803,1.76291877575752,0.760742827691078,0.750094871666738,0.0917912459772811,0.0330962187693902,651.74997898381,0.357463859673585,9.58953965110926,0.00823545733774906,1.8671087116923,0.994388786807048,0.1,0.744886800063903,1,1.54845229964117,0.353968790316914
1.21807362536971,0.113154059117032,3059.73643618241,0.904632127272584,4.16916847911877,0.128584121412501,0.650113744240153,0.0699638261649025,0.0232083993506491,198.889127728061,0.146751310371092,7.77147915615735,0.802280874039112,4.44377017298987,0.596901193736098,0.1,0.744886800063903,1,2.23431678441703,0.175161650761543
4.35323126792983,0.222070607061084,5165.86841252415,0.761578667682421,8.32872000994597,0.969519162303889,0.339788786500077,0.0110196494944558,0.030107961469603,827.921268855226,0.402605559851829,4.38725968133594,0.979984911024567,3.79304505410815,0.298389665324797,0.1,0.744886800063903,1,4.249819775091,0.282402483382119
1.04002716492047,0.493510154041429,6589.56111284377,0.0617074621589691,8.26456205826825,0.966851566117688,0.401511690137783,0.0651352132312232,0.0299741322699327,624.040181540288,0.429934961808064,6.36558796910001,0.578857597965015,4.0276581003125,0.746379465516745,0.1,0.744886800063903,1,6.95079436599197,0.325356034919846
4.89753783600813,0.155041588096912,1044.13169540347,0.371202958843456,7.24287440185968,0.918313119338898,0.173528624374834,0.0702429563846202,0.0180538363956008,343.043871842405,0.140927011810453,4.19693765953578,0.182474831772147,4.58425084586354,0.239137196680796,0.1,0.744886800063903,1,2.47378694488675,0.117375837036924
2.20208023944685,0.204544638899387,7696.13380204556,0.633872313448687,5.12340570495543,0.75322581455303,0.461043142198921,0.0379003745023609,0.030196228529747,695.552535673825,0.221093072774693,8.09878163337446,0.898511671035204,3.80981047729259,0.852768285918228,0.1,0.744886800063903,1,2.82957318330486,0.247920981159167
3.90210028995343,0.131141111012115,6406.22809373327,0.475480807489927,4.87553052147979,0.041187097541333,0.0161160247169193,0.0381107497079125,0.030925282330279,185.471612566377,0.304730564331018,5.24663130701674,0.114929312429374,3.19777437184047,0.0751690303190073,0.1,0.744886800063903,1,1.86900661179357,0.248954700556835
0.89706357727341,0.0946481620601025,4791.49786159601,0.102070450925761,4.12359794174172,0.41423180847667,0.967705066637503,0.105752013657352,0.0181729524915171,778.930973487331,0.0767756325867425,7.39562332814225,0.736165420707121,4.04672393696725,0.40529929267785,0.1,0.744886800063903,1,0.880514368869809,0.114674448232872
3.93886997368975,0.120219343955843,6372.06301824964,0.800978065732452,8.85512760547342,0.254759863326037,0.876180194800571,0.083092643368794,0.0301526052273577,886.81624173392,0.882715261839554,2.48507194558509,0.923465461871462,3.66912261755325,0.907394362964992,0.1,0.744886800063903,1,2.97863256159537,0.493899630201861
3.63959820944108,0.109751658141893,3045.66971229107,0.218417096304284,3.51778686106153,0.585316025471388,0.856580466214859,0.082178727615534,0.0174859659145853,632.002644056828,0.595633588484117,9.45454791769957,0.921682283526445,4.59201965467446,0.755944568447523,0.1,0.744886800063903,1,1.07137754315617,0.389220728512705
2.82718973915842,0.285470749380596,6536.52822490642,0.932833082120016,9.06472644107759,0.0893985561196223,0.301622222115209,0.0883709228018287,0.0180417568077806,884.469265358772,0.207320475019308,5.82240846688217,0.530204342268222,4.21304631207815,0.899533726640403,0.1,0.744886800063903,1,5.7090271223477,0.16520435471107
3.84205027394161,0.449737968371014,6086.66265835593,0.172132821703132,2.15969476511229,0.986525375445728,0.629852530489849,0.0196397460614514,0.0293699884069385,895.324646054843,0.3079338306434,2.36631688024297,0.0411233369163525,3.6120288515091,0.168215630851271,0.1,0.744886800063903,1,2.38975128905589,0.203401259195109
0.20519568240391,0.0528056950995479,3131.36430333943,0.602269931229034,3.68140125384354,0.308879159076344,0.0760291857366425,0.102978926485571,0.0231016137123285,943.12753217349,0.332745024596459,4.528017221733,0.928709657914869,4.96756275107422,0.483817381897899,0.1,0.744886800063903,1,1.27421186771721,0.230225571524017
4.13140946567441,0.411710874074293,3542.5721761615,0.745666889666631,9.59343573150771,0.48881969327033,0.248053262261463,0.043473386727768,0.018179069105007,731.721931393892,0.316813685303994,5.17878322025966,0.137295841244118,1.59771551866776,0.136222101752931,0.1,0.744886800063903,1,7.66064936120327,0.214569106224976
4.21749001809687,0.286651314552769,5022.60410315206,0.299454373030504,0.0589239270377261,0.94376194754866,0.298203149532227,0.0362473114616212,0.0298772553539299,492.907764022869,0.677179730505457,7.86067773296048,0.767565853491092,3.84590203306961,0.940240765650813,0.1,0.744886800063903,1,0.904494463090873,0.470956230870999
0.671218328095558,0.312456680856414,7034.19487114719,0.551677225313953,3.29486135575568,0.0678740487650209,0.146276936129056,0.0692918372540926,0.03008510556521,179.201218379825,0.768093992497388,1.83135031444285,0.434177400790895,3.87187222345543,0.289589171075632,0.1,0.744886800063903,1,2.84045302390777,0.426637732799746
2.8724525436916,0.18016211940232,8724.17720746698,0.081797109329939,7.53022587816236,0.201759245315511,0.402764315996716,0.043692651266307,0.0221821353224513,431.304718721822,0.874415201414972,5.12674496120465,0.853109944436958,2.06093376403417,0.91678841230245,0.1,0.744886800063903,1,2.42793102378028,0.50515974361528
1.42009644994282,0.33025307669812,5346.90773380297,0.857387024621899,8.76174962540198,0.0261729549083796,0.284893506098444,0.0608895657839676,0.0300257736951124,850.829069835024,0.971711687142396,9.22452845906711,0.311740184363616,3.58683814344807,0.785049683524307,0.1,0.744886800063903,1,6.12185230855143,0.639355532396791
3.70910950492814,0.24726426016854,1094.00033221792,0.298209662710781,2.4752335420915,0.00677032626973705,0.392339198648112,0.00051256501097839,0.03328948534245,259.531251826098,0.137051182089585,1.07238639521934,0.717495190582819,2.01503038562998,0.361773427095677,0.1,0.744886800063903,1,1.7362660701134,0.103019929308566
3.51460556464959,0.287161184711745,5390.5454489153,0.950309557377193,7.23507264109679,0.645338665106413,0.821387708447931,0.0568277687586387,0.0229972756564518,420.3312934917,0.686913813239914,8.01332206377371,0.601892640190407,1.47166475940581,0.216058017275542,0.1,0.744886800063903,1,4.97265415977274,0.447097832660449
3.29625029786286,0.297094710113398,8125.19040604813,0.263362544459496,2.94953048091371,0.0119312699476563,0.964093824999308,0.00453536689462708,0.0320553502972085,722.846219466591,0.126954256458294,5.53352245922515,0.945180067631924,2.19634351586186,0.107804629349104,0.1,0.744886800063903,1,2.15512073665587,0.168194303781718
0.697491962882339,0.0784511636454033,7466.76598110196,0.131256144081926,5.23920406289147,0.124847603987401,0.461775018734074,0.100673844978527,0.022921056086398,220.508363758309,0.553070780726892,9.90197646144125,0.0190487644511854,2.06465383592077,0.283974215793417,0.1,0.744886800063903,1,0.931093444555335,0.401477797326089
1.10791412438217,0.324053342786281,5478.48384529936,0.0256154929659742,4.9638297368432,0.0283548357333883,0.264410108241837,0.0116723083558505,0.017023547008371,885.496354142157,0.824138822647985,0.213204069117364,0.890646239103667,2.97856402552839,0.931946196940017,0.1,0.744886800063903,1,2.93732168249736,0.422395929574676
3.8042245807462,0.482891697513683,615.750070613728,0.166262918985901,0.898843400447826,0.069567231868293,0.653565768928322,0.0904585239421192,0.0189694912910288,933.301096544531,0.798023074800975,4.06281704010973,0.494902523495933,2.59411573911694,0.105928633753194,0.1,0.744886800063903,1,1.62479794791121,0.447031069275705
2.23032036997967,0.277251120980853,6907.98458015653,0.613500437312087,4.38431894283609,0.130015133942481,0.760972727627818,0.01343965732488,0.0318072202248925,862.343224354424,0.968360415002902,4.49151337123511,0.204699820424127,2.06989531667854,0.717939443034804,0.1,0.744886800063903,1,3.15946334989775,0.57151509508486
3.28184041379877,0.321264647364445,6159.79200444717,0.31011912767217,2.87082944741026,0.624716545109105,0.1098201201898,0.0273099325610769,0.0218672235272333,178.731678832795,0.789281391899013,4.76667300097567,0.555091019780163,4.08069346218479,0.673924057498091,0.1,0.744886800063903,1,2.33051967765351,0.457691259709904
1.81451422560716,0.0686712364721976,4344.26085978077,0.966400162899317,3.0147714432992,0.588278720801761,0.525651506495376,0.0509839534772261,0.0305169491345592,477.622408234496,0.303067362821208,1.49139754357547,0.172048340794409,3.40602391301795,0.228897008209698,0.1,0.744886800063903,1,1.86314922309591,0.189548607466233
1.1473543014767,0.153164038991314,4544.77509633407,0.227041125470577,3.59804141509767,0.356426122914866,0.833700260890599,0.0525302542511076,0.0191913350106775,326.415016744545,0.286414989408258,5.97289564584915,0.0238663800048796,3.12605072178181,0.956870926502829,0.1,0.744886800063903,1,1.39694358008441,0.210117082871122
1.6707035520395,0.390450380250835,5798.98895074376,0.746721174816263,1.04747096816717,0.772945044256734,0.180898855666334,0.0293159926032886,0.0272266491019871,195.095741208642,0.0486894497831687,4.34025774585788,0.933807913287731,2.19592745576425,0.0519721456272463,0.1,0.744886800063903,1,2.31923548933452,0.0970433867719048
0.615008991212819,0.0693760979968184,640.168306897434,0.513033661399811,3.89872852088388,0.644482866622154,0.976259048915994,0.0799024727337196,0.0328684436702521,837.71416270838,0.399353998332611,1.88027546288685,0.531282892564843,4.80421640064479,0.315125669575791,0.1,0.744886800063903,1,1.27933249698669,0.247012085069658
4.41960160622015,0.445972902734164,6179.6241496923,0.736195282833877,8.40170187592546,0.495069838183715,0.676795936908884,0.0634875090763665,0.0235996447863351,677.383127474571,0.110675553421789,1.38919139864836,0.0096093942133266,3.80394568457546,0.850170023483031,0.1,0.744886800063903,1,7.39364933862238,0.0835298108782285
0.299121965321042,0.138587718000248,2856.09097034943,0.208540679541757,1.34827738525306,0.406454007285287,0.252616698772215,0.0982436470576679,0.0171875893810503,577.124297684856,0.659389996682522,6.69424883351993,0.105092260110446,1.40819204973993,0.92966734415122,0.1,0.744886800063903,1,0.800974625393354,0.395817793114344
1.77802886178322,0.133117541060857,5680.02734780249,0.773405308136306,2.34473006930778,0.864319143547751,0.274279432795327,0.0927377567999417,0.0282471016626844,920.955884862448,0.732856768559518,5.04499905640143,0.707344695041502,3.42965355965068,0.33192581473685,0.1,0.744886800063903,1,1.8279713257123,0.45180523572826
3.01244630078609,0.287129139988899,9733.4924829886,0.0877066580845269,5.59238391156364,0.301103716717591,0.321544328074144,0.0705296875966605,0.0196260787416381,530.47564715335,0.249180234486006,8.17528168934055,0.589186802791941,1.72898372422368,0.00618276132903592,0.1,0.744886800063903,1,2.97085827163268,0.214627517698857
3.55099387968564,0.197746116899267,7958.14556619475,0.863593005691385,1.46702953007469,0.899602454572824,0.486746128301177,0.00189222504312306,0.0318982064154711,861.165251493469,0.0465607357781777,2.04695068237534,0.895236397811034,3.97990081735884,0.167591365455089,0.1,0.744886800063903,1,2.02715777330922,0.0718764987911733
3.18199425163958,0.107263374826175,7080.31508940852,0.444664010314922,4.77029237396789,0.208779096691818,0.97548894663112,0.0804350768081114,0.0259582305264655,713.343615683621,0.159667307777815,6.00730609415735,0.743739575881916,4.96362683207161,0.846050461393094,0.1,0.744886800063903,1,1.59540756612069,0.170782287369729
1.78194471874552,0.465259948800297,3076.27035674731,0.161382768374066,4.34251013764704,0.78020049242191,0.472126467048865,0.0445884681719558,0.0221696440304089,714.46721238733,0.651868024723467,6.55853870904505,0.739552753343608,1.95041562324539,0.170319619036121,0.1,0.744886800063903,1,3.9705581422212,0.409719068646531
1.44593508259997,0.322948176270467,8576.22635207703,0.296791822723234,2.6454936883332,0.730706891527098,0.945814130308273,0.0551600102698846,0.0266635498763667,668.069557620298,0.805079495098546,0.320879760671146,0.534316682485937,3.48802916384303,0.644663510761611,0.1,0.744886800063903,1,2.21114604146391,0.420149419238943
2.13073758631147,0.455107661681892,3295.15775976846,0.154961564586842,5.54342529253415,0.573881447755238,0.450090906003819,0.0791963757724064,0.0172215510347326,168.893674448271,0.32172324777349,5.88400746128382,0.508637740060603,1.11458881823872,0.948465818134943,0.1,0.744886800063903,1,4.69938682329331,0.220138266795734
3.33319412547005,0.416204493782589,9626.92554108592,0.83049945962109,1.56276120064612,0.536112241891472,0.855969561486004,0.0583655220917554,0.030135262981148,712.566906508493,0.585922283528822,5.4697124005737,0.971829476410018,4.60123114880389,0.0895395432791066,0.1,0.744886800063903,1,2.8456982817325,0.390444384066252
4.33678431583377,0.428825952705293,2865.17499531865,0.0516643321701635,8.12269895804178,0.84961845426951,0.572404978149241,0.037097565889142,0.0313500796708272,532.343777826159,0.899959448193623,6.10622525887709,0.676591270102791,1.46086984991116,0.387852189627674,0.1,0.744886800063903,1,5.94557160614402,0.561370088109132
2.00019276339798,0.170101994956483,9289.17007189092,0.626931889247263,4.37565865427387,0.775967105182579,0.804845988832755,0.103850627778169,0.0177493951113092,451.297749473247,0.699139177059891,2.00550578350329,0.597523806254501,1.14566936387626,0.151618815126274,0.1,0.744886800063903,1,2.3120132258165,0.376242543360308
1.00750075217045,0.0996591982193429,2971.85175915406,0.111871161727248,4.93458563126498,0.0192449260445416,0.349183233101429,0.00917998149864468,0.017775850718703,277.032514916182,0.217305729522381,3.66385727891323,0.684142791933646,4.83394595132348,0.0976845195898052,0.1,0.744886800063903,1,1.05496081125472,0.15010488014284
2.63871115443965,0.457282035150922,9819.91965707699,0.622773126783564,9.14703315837938,0.533284762594682,0.643533693931851,0.0152285198775772,0.0273284619207706,774.889932915263,0.0514223626719933,8.06878451530561,0.938021872912772,3.50963201401979,0.336572956733306,0.1,0.744886800063903,1,7.89424365028676,0.149629147483098
0.37052082331514,0.331739465329014,145.876817455836,0.190782428831536,7.16990031308725,0.22795866155344,0.0255625753103785,0.0475210428644961,0.0213211927793149,969.470651610654,0.172353880239923,2.296545512878,0.43709295037973,4.48460601321343,0.0379627116743854,0.1,0.744886800063903,1,4.35159118572966,0.12132008131289
3.3016202745474,0.327503514089855,9247.50542063133,0.849459759446643,3.13993410164722,0.818580812817808,0.973098998207687,0.0757025822475569,0.0308017395046697,806.511226706023,0.536510973597885,3.97029352135497,0.8288997019117,2.37991897464728,0.38109251385161,0.1,0.744886800063903,1,3.3079540887548,0.344802329952204
1.30981002337877,0.459904662304699,2043.0510411749,0.815632395154412,3.39854216135539,0.316636895384555,0.765275352835987,0.00327676361875091,0.0215760996054511,965.614595281988,0.605999675879503,7.32131789156965,0.324456791431982,3.29121162825059,0.990686836390916,0.1,0.744886800063903,1,4.25781366375831,0.392770629778316
1.83015950411329,0.306565177346944,6932.28324938963,0.693224844758845,2.58194583113351,0.464629385714799,0.54327568198796,0.0583459104189941,0.0235090054360149,508.00990760925,0.662504213576658,3.72220977539714,0.445831551847009,3.90367515139274,0.185337656539245,0.1,0.744886800063903,1,2.68698705559115,0.386759334428236
2.31937467076335,0.231312759518102,4314.14736036787,0.805514113685743,9.22899552530586,0.603629196677736,0.241951176042084,0.106719212313329,0.0204068319625756,834.943756478569,0.191877145467643,4.90227228936094,0.88488284911492,2.47976890136017,0.737546805069211,0.1,0.744886800063903,1,4.75741694361384,0.156161912136999
4.35911687914611,0.225336729463385,7744.77840281473,0.967547700411713,3.82148531449062,0.756380978270057,0.440764984856838,0.0398656208895803,0.0194428665342559,816.413069953586,0.971057372243976,9.24455551856071,0.733388007424862,4.69595602241157,0.853898488831916,0.1,0.744886800063903,1,3.08100814850215,0.585120448947063
4.82995469179236,0.352207959710517,9319.22377364988,0.264478891955963,5.92066001874643,0.972452028856252,0.792928408194997,0.100399150316172,0.0167759825110964,915.565345143775,0.928461542412445,9.34764067563639,0.25663388631787,1.01796176542574,0.422336901085064,0.1,0.744886800063903,1,4.05298565551319,0.551026690709016
2.34092008213185,0.360165874546071,4670.33545472406,0.578177465447767,5.85533542449478,0.276949230261601,0.163317738419494,0.0657435642672678,0.028168695575126,979.017066298127,0.25558720560958,9.14035145883224,0.966040657881657,1.1087529941948,0.872286940988686,0.1,0.744886800063903,1,4.57085301587639,0.270613839439105
0.944729060833279,0.108316540406346,7651.0298715466,0.52363782123541,0.836331583002194,0.627713939200787,0.268694283606129,0.100152755303646,0.0215403922787735,991.995231303455,0.261050696997174,4.01081063693641,0.635064498664826,3.75218764336784,0.138636327052171,0.1,0.744886800063903,1,1.08381435801767,0.184492761875718
1.06736094299642,0.104093045661434,1329.58217483104,0.0856806676206948,6.56465424494461,0.826568752096167,0.925503875433436,0.0267338787368935,0.0212674904790489,759.501578527922,0.230101638183722,8.22394111656908,0.4886060565623,4.55881626401255,0.718304093837576,0.1,0.744886800063903,1,1.30966285102901,0.213135859029832
1.73421407540427,0.0551109579147331,3953.66653941452,0.700048811589344,8.02334722999096,0.783984044216337,0.224882280758818,0.0507294212643851,0.0187255178361773,920.781397882821,0.277038339958214,3.61325275366037,0.0143660483605615,2.33438679810483,0.656142646083641,0.1,0.744886800063903,1,1.7960011815471,0.181711943339838
1.99445767582382,0.121175206846668,9057.12176896281,0.932148688726797,2.42795977175188,0.314306821097691,0.617246139524231,0.0960521166798529,0.0219216438553575,237.244733199814,0.906101414767785,5.99934543489463,0.305406082513604,4.75024038335826,0.600531461604296,0.1,0.744886800063903,1,2.02129863469633,0.529769286306084
3.11617974373889,0.133376960918919,8432.92522964457,0.356085866441132,2.75215650519872,0.35001334610279,0.122868828751002,0.0964237943617057,0.0255534439583265,664.648214166553,0.0539119920115121,4.00065157583231,0.750907279711894,2.77953431066301,0.858672362475812,0.1,0.744886800063903,1,1.28480564699503,0.0908479309048302
3.37852711002075,0.382953803041439,1341.13538666098,0.760035626351376,6.02724475411168,0.572184367739638,0.952272394145865,0.0406821142868757,0.0255653870671968,460.849748392694,0.886167554139431,0.922712529621253,0.345043836296081,4.02871824706456,0.967707214646904,0.1,0.744886800063903,1,5.17671859476217,0.467661222089074
0.638802212690656,0.352614626553856,4896.05937797526,0.681555861461849,0.395976345584722,0.205905552701537,0.862130656316863,0.015351194889254,0.026432546487172,220.618238806519,0.707815770573707,9.56999965056777,0.326627661162901,3.60485856425782,0.137432871698503,0.1,0.744886800063903,1,1.76069630885733,0.493603888853366
1.17479142715684,0.458485492692267,6616.00114498914,0.115565207409222,6.3660611749082,0.708110675827859,0.8084172434206,0.0809348472902025,0.0310950434473859,830.398527903179,0.392076656286066,2.88453552608717,0.616404838762107,1.43709280067149,0.523826770189876,0.1,0.744886800063903,1,5.23919609158259,0.25643322862133
4.14317031367639,0.427638680606507,3407.29845318131,0.658866812406071,1.57527637984261,0.0637408725241527,0.797185175004195,0.0258086774277359,0.027004702576913,609.011460233669,0.0945131379655349,0.22241027789945,0.474592977542335,2.64434220526841,0.657970054501195,0.1,0.744886800063903,1,2.6402319085186,0.0637619819735856
0.95267056584886,0.377191831638138,4859.82085449298,0.635832660793816,3.17654831569329,0.633259544731877,0.495007165809939,0.0425061480191141,0.0247376815452873,433.175568551914,0.482316846707557,7.75108112218116,0.624466487408491,2.39755581753365,0.339072447277622,0.1,0.744886800063903,1,3.31678885487302,0.349399152342525
