"rmax.c","d.c","k.c","gamma.c","alpha.c","phi","rmax.m","d.m","k.m","gamma.m","alpha.m","epsilon","kappa","beta.c","beta.m"
2.12435346286263,0.46670967831925,1957.72112842063,0.429768312079192,2.78978139742272,0.5,0.10858058743172,0.0224210108805363,724.060250283629,0.237207869139801,7.90801657854067,1.99842150508527,1,3.29774395345595,0.218467302885629
1.55747402485285,0.481642082539374,2290.35306668436,0.214798570258933,7.59365405432965,0.5,0.0063209093912977,0.0243589459876013,830.986783437987,0.562214524053401,7.59911640931133,1.99842150508527,1,6.53079600841379,0.385839968104456
3.85348630071466,0.260838364404763,6513.67624871521,0.311399219912262,1.124118093011,0.5,0.107708804541064,0.0229483571381562,272.051950933959,0.511127160949211,3.37324175369303,1.99842150508527,1,1.29817606364372,0.305742937282228
4.69220807898375,0.378233142049968,5132.07375071912,0.734764569077839,9.71008222380655,0.5,0.0602495580380015,0.0234050137676324,753.0436204034,0.778225261002168,1.37719951200932,1.99842150508527,1,7.17850893030254,0.416931824154577
3.98092944938013,0.14186693290576,8289.01640371839,0.80763146243336,3.47495813100016,0.5,0.000289688415421566,0.0202177278960984,829.142068636381,0.23349144589698,5.50480028397981,1.99842150508527,1,2.16372007104007,0.182501864028474
2.43937314508235,0.0689870147709355,127.866444591239,0.545907295636318,5.81837725654207,0.5,0.082174179776883,0.0224392783619659,994.451307093154,0.824814263312384,7.58913980997147,1.99842150508527,1,1.52443018222079,0.508774181199089
4.79337190554439,0.139431007744693,5937.16518103414,0.058153626667998,1.94066039147802,0.5,0.0536929998523224,0.03263973213123,915.439290656228,0.674678804770841,6.76158668161174,1.99842150508527,1,0.702259302730025,0.464007457485985
0.29099301364878,0.479754790699285,2721.08469487007,0.386672656951074,3.98171490678371,0.5,0.0904490745444395,0.0275854765852928,601.070703559595,0.280121150538345,1.96194882858823,1.99842150508527,1,4.1650113740679,0.1809139602981
0.280126236436219,0.445464603228486,9068.01816355749,0.790775186710312,1.25377893409547,0.5,0.0705933419874913,0.0331095914678818,935.736547511475,0.822424714391355,9.2897566314204,1.99842150508527,1,2.69213088802781,0.581557176380806
4.06867584148973,0.200324333728786,5235.75169325337,0.75224310424924,7.12192112076839,0.5,0.0773147169042455,0.0213635399805466,514.286286261558,0.644581129718595,9.69887994147346,1.99842150508527,1,3.56889231204738,0.436573539547665
3.39519919038173,0.315947447045275,5087.50397857323,0.159460237495674,1.76385204040535,0.5,0.0818860436082884,0.0193736265993987,111.062689818177,0.621158965399409,3.44570577441149,1.99842150508527,1,1.54903835050893,0.353644204521824
1.21620470205117,0.113085064979115,3051.8571263912,0.904271677684131,4.16614725073943,0.5,0.0708424787638357,0.0226964973565203,647.125163120689,0.126680106281381,1.30579539636518,1.99842150508527,1,2.23272866283852,0.0895067926998298
4.3527225131024,0.221910233249855,5162.09443657261,0.761376787971562,8.32646253585966,0.5,0.0365405748657974,0.0316248713259297,273.584800895137,0.812195594387654,3.90119986363715,1.99842150508527,1,4.24652139705032,0.483597704708922
1.04183593078443,0.493433952799506,6587.17359953739,0.0616097539954119,8.26005432984094,0.5,0.0433084789753932,0.0234339629365427,280.410585244142,0.590860816048228,4.18466353674528,1.99842150508527,1,6.94625244766051,0.356179014603381
4.89782361073485,0.155221576990157,1041.68438438091,0.371071191400667,7.24507567201626,0.5,0.0181076687521899,0.0226445642773232,926.458696167371,0.284323107447591,1.24180428661448,1.99842150508527,1,2.47632725942132,0.167543894356506
2.20102194244182,0.204395939336681,7696.47186851289,0.633310163734195,5.1241604788937,0.5,0.0498538435680797,0.027544696163083,267.706513445989,0.667730278913612,2.05599133534264,1.99842150508527,1,2.82759554619938,0.37595331586132
3.90235283369486,0.131399277082889,6401.00931220362,0.476168970555565,4.87420057990686,0.5,0.000765704673110439,0.0275196659417488,229.197746933181,0.111578705268539,2.91177802744363,1.99842150508527,1,1.87205202029282,0.109614764911031
0.896360443202164,0.0946598000835068,4785.3364814164,0.10217011910619,4.12412715454682,0.5,0.105983809681289,0.0172728209977899,920.223814756755,0.758950557753918,0.583788551893967,1.99842150508527,1,0.880828456737091,0.393153526954566
3.93865876687077,0.120236270826982,6370.16463359752,0.800976175543819,8.85773994737951,0.5,0.0957623182321551,0.0207158381207599,270.561484492608,0.877164473950177,8.80929489697546,1.99842150508527,1,2.97935109839835,0.540186119557359
3.63529455524993,0.109437501805017,3041.4648877026,0.21852860102156,3.51919641888216,0.5,0.0936818922723103,0.0208480587697277,957.500817495538,0.599162757782338,5.87131784055413,1.99842150508527,1,1.0696472509053,0.371208197973844
